25 100
20
1 30
3 345062 2066
2 1760 345226
2 519 643665
2 447 561406
2 708 710558
3 860152 2712
2 1490 860690
2 5 860208
2 255 862532
2 333 711919
2 499 719779
3 261381 951
2 2432 260640
2 2011 -1
2 6 717944
2 203 20823
2 692 556623
2 424 559226
3 856897 -1
2 314 888500
3 562099 2066
2 1894 562265
3 157444 523
3 348205 2150
2 1566 348903
2 531 157308
2 552 19636
3 919374 1404
2 482 919835
2 925 970349
3 362060 1099
3 123104 1656
2 1324 123563
2 591 362432
2 351 969563
2 477 621244
3 313957 2002
2 1310 314303
2 300 500641
3 250688 1986
3 210366 1435
2 973 250999
2 1045 210675
3 68403 896
3 627941 1977
2 1274 628231
3 970349 925
3 425757 1495
3 227597 1648
2 1704 227575
3 878961 1798
3 724280 1713
2 1667 724482
3 286305 2611
2 1292 287006
3 609546 2176
3 100190 1740
2 2969 99575
2 681 610375
2 1105 879307
3 418726 681
3 649262 2773
2 1555 649844
2 1536 418299
2 568 426220
2 1341 68174
2 865 648786
2 358 651845
3 942426 1718
2 495 942982
2 315 611474
2 290 609654
2 492 286271
2 965 288304
2 499 970562
3 464973 1532
2 572 465874
3 339790 2459
3 778450 1467
2 866 340587
3 832395 1401
2 1305 832443
3 529117 1432
3 603148 762
2 1587 778609
2 243 603614
2 1169 529249
2 572 501786
3 767463 773
3 657620 784
3 854365 820
3 41296 695
2 129 854691
2 1079 41104
3 727395 2606
3 497938 1172
3 178160 834
2 1045 728175
2 2515 497267
2 955 178099
2 238 729649
2 954 727150
2 724 657650
2 800 854903
2 355 854031
2 171 116545
3 431569 547
2 98 431793
3 139527 2052
3 781573 1003
2 774 140166
2 641 781754
2 585 141118
2 245 139573
3 638476 2682
3 756028 1879
2 770 639432
3 332398 1046
2 1089 756423
2 489 332462
2 509 638695
3 663491 1746
3 167842 777
3 93681 -1
2 765 663893
2 2705 -1
2 1667 167194
2 1040 662847
3 623935 2553
2 1862 624115
2 479 664944
2 898 640235
2 573 339844
3 465874 572
3 70907 585
2 200 466060
3 119643 467
2 633 71017
3 889124 2981
2 2613 889273
3 522718 595
2 362 522801
2 528 119612
3 133908 850
3 221309 2570
2 1696 221532
2 205 134206
2 2379 -1
2 469 466574
2 139 465442
3 158409 1602
2 1198 158547
3 923823 1237
2 1194 923693
2 232 220915
2 314 223572
3 490512 1646
2 963 490854
3 839793 1981
3 997500 569
2 1515 840026
3 671460 1623
2 58 672243
3 633759 970
2 424 633985
3 31339 1251
2 1461 31259
3 610375 681
2 2414 -1
2 836 610291
2 643 997292
2 1041 671177
2 766 672463
2 43 633479
2 374 634706
2 348 841829
3 178099 955
2 922 178116
3 554986 1517
3 289275 565
2 1582 554634
3 549507 807
2 1895 548963
3 197289 1244
3 305457 2297
2 1440 306055
2 575 197624
3 406690 1563
2 1311 406816
3 185474 2456
3 807303 1247
2 950071 -1
3 950846 884
3 507696 834
2 1170 186117
3 279098 344
2 2363 806745
3 345226 1760
3 829164 1742
2 500 829785
2 299 507964
2 181 346016
3 180897 2749
2 382 182080
3 658512 163
2 322 183138
2 1046 180720
2 927 950848
3 423094 2561
3 611474 315
2 2201 423516
3 433883 1997
2 2096 433637
2 2079 -1
3 797645 1752
3 605364 2841
2 1910 605683
3 612208 370
2 1232 797905
2 174 612008
2 1027 278756
2 299 830706
2 960 828734
2 55 507400
3 174599 1617
3 15300 815
2 60 175530
2 813 174524
3 509818 1711
3 869920 1326
3 283981 1042
3 539870 2819
3 329490 987
2 1691 540396
3 934149 1999
2 2927 933558
2 1167 329356
2 2260 509543
2 1309 869929
2 1238 283822
3 716150 674
3 591994 900
2 692 175843
2 482 716246
2 728 508435
3 906892 1812
2 393 907907
3 508435 728
2 872 906859
2 860 908482
3 928180 124
3 806745 2363
2 2323 806765
2 1017 927734
2 510 508544
2 291 592299
2 930 15242
2 701 345158
3 73701 2193
2 1382 74034
2 367 346521
2 806 542175
2 977 539416
2 852 75474
2 340 73380
3 906859 872
2 614 906988
3 167194 1667
2 1232 167411
3 548963 1895
2 760 549530
2 48 608036
3 155652 1086
3 389528 818
2 314 155970
2 531 389671
2 811 155052
2 653 156469
2 460 604986
2 284 289592
2 1 839564
2 632 341593
3 191203 563
3 9583 2444
2 2483 9349
2 346 191311
2 631 115164
2 144 471708
2 890 472342
3 747579 2175
2 454 748440
2 1257 746968
3 503580 1318
2 826 503826
2 555 749459
3 944329 735
2 1619 943554
2 202 475369
3 886092 2099
3 524739 284
3 169123 1109
2 1165 886479
3 640235 898
2 843 169356
2 1531 524305
3 91673 2008
2 1702 91889
2 182 640593
3 595634 1511
3 52240 2485
2 2033 52192
2 1128 595825
2 776 576937
3 76384 2061
3 568371 1062
2 2029 76616
3 281314 701
2 1057 568318
3 353928 2542
2 405 354996
2 706 355734
3 806765 2323
2 2013 806920
2 559 354030
3 483056 2707
2 1526 483342
2 470 281595
2 547 485049
3 546902 2035
3 379779 214
3 939405 971
3 806920 2013
2 1241 547315
2 1060 939381
2 686 807583
3 840026 1515
2 745 840324
3 540396 1691
2 383 541092
2 733 379520
2 168 548959
3 612008 174
2 1383 611404
3 97235 1410
2 22 97929
3 39351 578
2 257 39511
3 8188 82
2 494 7924
3 331168 538
3 895895 2433
2 1256 896396
2 1043 330971
3 117087 1157
2 930 117463
2 471 546593
2 680 97124
3 147369 1974
2 1564 147574
2 763 98034
3 675492 2817
2 1822 675990
2 316 675293
2 447 678127
2 2367 -1
3 524305 1531
2 828 524656
3 91889 1702
2 1822 91829
3 223572 314
2 210 223624
2 106 482835
3 787579 1171
3 602299 649
2 1120 787411
3 517690 770
2 677 602518
2 943 517287
3 408401 1594
3 706573 2524
3 681313 1478
3 823758 2792
3 733510 1371
2 1433 824438
3 746968 1257
2 1586 707042
2 380 681862
3 720498 798
2 1196 408523
2 1418 746888
3 468420 2906
2 1806 468735
2 751 733820
3 952803 2948
2 712 953817
2 1070 952595
2 893 954769
2 20 720866
3 41104 1079
2 334 41476
2 1021 467641
2 2236 -1
2 551 470849
3 617238 337
2 1703 616470
2 463 823705
2 955 825894
2 430 681167
2 644 682400
2 181 579505
2 441 80837
2 90 808669
2 790 767429
3 653947 1132
2 252 654557
2 460 806908
2 733 259282
3 54975 1119
2 2062 54253
2 138 919325
2 733 920391
3 712555 194
2 324 149414
2 164 147054
2 377 112344
2 670 357434
2 378 822578
2 83 397618
2 200 885951
2 51 888046
3 416994 1159
3 389671 531
2 1281 416915
2 666 389604
3 896396 1256
2 2098 895975
3 553763 465
2 749 553445
2 349 692522
3 401623 794
2 661 401689
3 863858 1266
2 1453 863875
3 920391 733
3 246256 1115
2 1202 246213
2 77 920719
3 913654 645
2 556 913965
2 174 694721
3 368149 1309
2 184 368712
3 844028 893
3 662847 1040
3 611404 1383
3 119612 528
2 252 611969
2 1357 843779
2 108 119822
2 780 367731
2 202 369386
2 561 663086
3 516421 626
2 705 516180
2 173 942469
3 184136 1185
3 630002 2099
2 453 630947
2 2593 183492
3 616470 1703
2 846 616899
2 341 631951
3 704145 1438
2 313 704612
2 246 630103
3 574957 1501
3 922118 1166
3 773611 2233
3 518470 1145
2 994 774060
2 1737 921767
2 413 575501
2 1074 518391
3 267014 925
2 40 705564
2 1027 703440
2 23 267465
2 307 775362
3 633985 424
2 193 634017
3 509543 2260
2 128 510609
2 1028 510802
2 598 509731
3 52192 2033
3 109565 2531
2 2220 109518
2 1665 52015
3 765633 1747
2 910 766034
2 692 773253
3 699258 1596
3 107502 411
2 178 700011
3 562265 1894
3 519626 321
2 699 562862
2 622 107396
2 993 563569
3 440513 2356
2 183 441824
3 333707 769
2 159 333765
2 551 442444
3 521885 241
3 730317 450
2 996 521549
2 785 440719
3 857317 2414
2 479 858313
2 533 730330
2 1334 856938
2 870 859065
2 875 561920
3 691206 1063
3 791809 1198
2 33 792391
2 1663 690807
3 997292 643
2 510 997359
2 979 792443
2 723 791521
2 708 699176
2 345 700497
2 337 702590
3 824438 1433
2 1097 824482
2 649 305308
2 48 307893
3 78935 1676
3 680000 902
3 254037 524
3 419835 -1
3 436597 591
2 200 79641
2 983 436401
2 1688 -1
3 933558 2927
2 1401 934321
3 795576 806
2 1269 795344
2 2938 -1
2 901 680117
2 676 78805
2 805 79936
2 646 253976
3 899559 1279
3 344097 904
2 115 900094
2 697 344248
2 240 400497
2 375 612455
2 474 398451
2 159 611468
2 782 933513
3 232380 2214
3 577777 1367
2 765 233267
2 1345 577936
3 76616 2029
2 1652 76739
3 770667 1673
2 1469 770845
2 994 234038
3 804372 382
2 1007 804210
2 42 232743
2 71 936103
3 18074 1372
2 1445 17895
3 393164 1671
2 276 393834
2 841 392833
2 277 394552
3 867250 1385
3 719779 499
3 797905 1232
2 477 798282
3 534376 -1
2 1196 867228
3 357434 670
3 236987 1651
2 1215 237205
2 511 719957
2 810 357364
2 215 881327
3 759412 2736
3 882690 2121
2 2022 760068
2 2029 882383
3 376963 2066
3 99575 2969
2 883 377496
3 945250 1345
2 1513 100303
2 929 945761
2 581 378659
2 583 376634
3 524656 828
2 27 525057
2 796 524237
2 1383 -1
3 576937 776
2 102 577354
2 736 525138
3 950848 927
3 856938 1334
2 1247 950688
3 405144 1398
2 319 405670
2 1249 856980
2 117 406344
3 364844 2271
2 2224 364867
3 746166 588
3 690807 1663
2 978 691149
3 190324 58
2 1306 745546
2 114 190296
3 529249 1169
2 1157 529255
2 129 405192
3 118393 -1
3 542175 806
2 920 541812
2 402 910459
3 250999 973
3 463738 1226
3 115164 631
2 1083 250944
2 1008 464081
3 135915 630
3 678127 447
3 882383 2029
2 826 882984
2 1287 135630
3 273622 1358
2 2037 273283
2 376 884182
2 1025 881911
2 969 677866
2 816 115072
2 20 264501
2 547 334058
3 624115 1862
2 417 624837
2 460 625744
2 392 623921
2 412 333152
3 188084 1337
3 817058 531
3 85723 1145
2 766 85890
2 164 188279
2 1451 816598
2 182 187692
2 702 188588
3 874102 1973
2 58 875059
2 261 875519
2 88 874482
3 362432 591
3 926592 884
3 964097 1856
2 836 964607
2 1179 362138
2 513 926788
2 60 271834
2 629 820056
3 130113 961
2 960 130114
2 573 821313
2 599 618645
2 751 48338
2 756 150396
3 510802 1028
2 312 511160
2 669 151479
3 953817 712
3 680117 901
2 820 680157
3 929009 1542
2 1645 928935
2 251 954091
3 358205 1553
2 1183 358471
2 17 992561
3 613064 1300
2 1524 613141
2 250 994756
2 261 799024
2 499 797637
2 779 101820
2 545 99637
3 104110 751
2 21 104545
2 533 350594
2 212 348405
3 927734 1017
2 1288 927474
2 703 373101
2 401 219331
3 695236 2245
2 877 695854
2 273 695238
3 248987 1306
2 1767 248884
3 785824 1276
2 54 786351
3 649844 1555
2 1384 650056
2 974 785361
3 161455 2671
2 1948 161816
2 879 786468
2 259 697081
2 619 327724
3 475924 763
2 277 476149
2 590 967616
2 575 966388
3 30129 1068
2 525 30360
2 223 448015
3 998282 1504
2 1976 997946
2 117 313860
3 882984 826
2 552 883283
2 434 315780
3 240513 1358
2 224 241003
2 25 841436
2 623 839633
3 346016 181
3 355734 706
2 1240 355467
2 101 265486
3 137703 1261
3 116716 -1
2 474 137974
3 408523 1196
3 164451 2481
3 268062 1378
2 670 165252
2 1145 268115
2 1949 408147
2 360 166486
2 588 164214
3 979537 798
2 933 979472
3 231413 849
3 842465 1068
2 712 842622
3 2437 1079
2 1138 2151
3 577936 1345
2 1176 577892
2 1218 231410
2 683 86689
3 958347 2001
2 560 959068
3 559905 1255
3 642084 1369
2 272 560392
2 142 642773
3 597153 457
2 354 597360
2 117 643231
3 851905 753
2 1601 851559
2 395 642201
2 299 85366
3 649651 -1
2 410 116884
2 444 118544
2 716 958337
2 379 959811
2 670 559686
3 160454 676
3 948827 1707
3 904233 1391
2 55 949574
2 186 160687
2 662 904597
2 275 948907
3 238658 1689
2 2233 238595
2 173 950072
2 18 161335
2 430 160001
3 392833 841
3 270610 849
3 224985 1231
3 169356 843
2 774 169390
2 1048 225125
3 100303 1513
3 848041 471
2 1440 270277
2 937 100532
3 248884 1767
2 2009 248763
2 345 848104
2 673 392917
2 385 170345
3 105895 1295
2 1269 105930
2 270 168881
2 655 560707
2 575 751077
3 398451 474
3 293360 1064
2 1714 -1
2 1306 293101
3 552015 990
2 1042 551969
3 557436 1536
2 796 557872
2 539 398418
2 182 831982
3 250944 1083
2 1254 251098
3 218828 314
2 89 218784
3 614976 1465
2 382 615591
2 50 615103
2 53 616409
2 546 833844
2 15 655170
3 32783 2724
2 1331 33595
3 685296 1496
2 1478 685305
2 870 34929
3 919835 482
2 316 919933
3 645730 659
2 218 645951
2 247 33034
2 85 654146
2 2931 -1
3 823705 463
2 276 823821
3 464081 1008
3 703440 1027
2 1688 463741
3 290199 1724
2 1921 290178
2 915 703496
3 397701 -1
2 532 758295
3 54253 2062
3 9349 2483
3 36566 102
3 551969 1042
3 178116 922
3 179418 989
3 201267 563
2 1054 10064
3 735372 1624
3 48338 751
2 1995 54014
2 2260 735054
2 123 552429
2 1518 200718
3 497267 2515
2 1073 497988
2 68 179959
2 278 178438
2 346 9432
2 694 11229
2 100 551932
3 123563 1324
2 1747 123352
3 314303 1310
2 1480 314138
3 330971 1043
2 1851 330567
2 250 552873
3 752287 969
3 2151 1138
2 969 752287
2 1829 1806
2 216 48605
2 142 912674
3 341593 632
3 282411 1173
2 1261 282313
2 1209 -1
2 221 341799
2 175 712531
2 691 937706
3 547315 1241
2 474 547774
3 377496 883
2 1091 377392
2 2171 -1
2 174 497537
3 822578 378
2 188 822673
3 157308 531
2 383 157643
2 720 499064
2 216 815156
3 731306 2126
2 2963 -1
2 2944 730869
3 709214 1229
2 1026 709080
2 283 27137
2 304 25995
3 838103 -1
3 214943 1718
2 2553 214473
3 195119 766
2 467 195268
3 150396 756
2 660 150444
3 656215 1297
2 596 656400
2 339 548434
2 686 940453
3 733820 751
2 469 734152
3 915020 259
2 960 914610
2 602 547118
2 627 938712
3 512153 1598
3 467641 1021
2 957 512474
3 415347 1465
3 910459 402
3 661032 739
2 132 661319
2 1025 415528
3 480660 -1
3 551932 100
2 720 467791
2 783 661544
2 527 660571
2 646 551659
3 433637 2096
2 399 434485
2 883 434992
3 956825 1498
2 1604 956702
2 598 433636
3 685305 1478
2 1060 685514
2 270 910525
2 486 491925
3 410116 1611
2 780 410582
3 208795 1305
3 158547 1198
3 304713 498
3 710558 708
2 139 209533
2 1796 158115
2 615 710436
3 479661 999
3 361196 633
3 492519 2143
2 962 493236
2 1806 479257
2 748 361178
2 199 208932
2 905 209721
2 563 304606
3 900863 1267
2 454 901258
3 116884 410
2 1 902236
3 21883 1094
3 180720 1046
2 1005 180551
2 1421 21720
3 536860 971
2 66 537087
2 428 900519
2 438 494392
2 639 492504
3 697081 259
2 672 696874
2 354 537366
2 615 536390
3 966388 575
2 187 966582
2 366 116906
3 65899 897
2 147 66229
3 777499 857
2 1049 777462
2 454 66531
3 522801 362
3 933513 782
2 926 522729
2 525 933642
2 88 65803
2 610 490198
2 102 540691
3 798282 477
2 9 798575
3 43127 1544
2 205 43797
2 211 43300
2 666 44060
2 239 229
3 621244 477
3 54014 1995
2 886 54569
3 936555 669
2 125 936840
3 142657 1917
2 2556 142337
2 33 621466
2 569 53840
2 208 55795
2 515 179355
2 474 243422
2 613 782760
3 816598 1451
2 1990 816328
2 2254 -1
3 843779 1357
3 867228 1196
2 1672 843522
2 1343 867154
2 253 981995
2 555 504717
3 214473 2553
3 493236 962
2 2308 214595
2 546 493494
2 1331 -1
3 260640 2432
2 1926 260893
2 488 519563
3 20188 -1
2 566 981102
2 266 503351
2 33 172812
2 533 827568
2 530 182535
2 596 41846
2 395 648007
2 567 40858
2 61 303047
3 329356 1167
3 505337 1555
2 1124 505774
2 2609 -1
2 1554 328862
3 257358 866
2 933 257094
2 510 300792
3 938712 627
3 14148 1029
2 23 14398
3 300792 510
2 821 13577
3 851176 247
2 723 850765
2 754 14454
2 519 938766
3 485049 547
2 66 485289
3 109518 2220
2 362 110447
2 1535 110809
2 520 109420
2 284 300905
3 79936 805
3 778609 1587
3 568318 1057
3 470849 551
2 317 779322
2 530 568582
2 1142 470553
3 373843 1043
3 473242 1775
3 217163 1163
2 2048 473276
2 1803 216942
2 2640 -1
2 1493 373901
2 798 79940
3 193410 964
2 713 193535
3 505774 1124
3 695854 877
2 878 505897
3 908482 860
3 363627 1163
3 160001 430
2 23 364080
2 764 695810
2 1039 908392
3 763188 -1
2 202 778815
2 137 779976
3 692522 349
3 954091 251
2 798 953818
3 157643 383
2 925 692163
2 519 157359
2 200 160199
2 346 364312
2 277 363560
2 474 937061
3 996124 822
3 306055 1440
2 1095 306377
2 1062 995933
3 334058 547
3 603614 243
2 356 603681
3 31259 1461
3 695810 764
2 263 31828
2 1200 695592
2 244 31234
3 468735 1806
2 514 469275
2 797 32164
3 667759 506
2 354 334154
3 219331 401
3 122354 480
2 443 122497
2 397 219198
2 1443 -1
3 472342 890
2 100 472754
2 689 667561
2 953 -1
2 597 468594
2 687 469827
2 246 936384
3 339844 573
2 793 339734
2 235 576129
3 811100 550
3 879307 1105
2 1624 879048
3 269888 273
2 202 269667
2 868 810941
2 466 762189
2 460 574939
2 117 759677
2 92 137596
2 505 138527
2 81 346149
2 531 932731
3 925296 1060
2 1801 924937
2 279 126427
2 8 964273
3 757983 211
2 144 757831
3 593225 951
2 1097 593152
3 788843 2048
2 1782 788866
2 447 965549
3 846979 692
2 392 847114
3 182535 530
3 508544 510
2 655 508471
3 325417 2227
2 2097 325313
3 485777 1364
2 397 486057
2 346 485533
3 783410 1935
3 273283 2037
2 2343 273130
2 1525 783604
3 502529 613
2 789 502460
3 58752 1997
3 992966 1519
3 490198 610
2 480 59777
2 481 993426
2 347 60610
3 886479 1165
2 1364 886416
3 872388 1000
2 1261 872258
2 687 58907
2 761 993951
2 416 992794
3 458857 2379
2 507 459793
2 944 460326
3 23403 1079
3 68174 1341
2 1593 23292
2 1143 68273
3 791521 723
2 884 791440
2 780 458905
3 316786 2052
2 189 317718
2 27 317050
3 813044 630
2 553 813115
3 226664 484
2 391 226678
2 312 318405
2 526 486542
2 533 490237
2 676 182462
3 91829 1822
2 1182 92149
3 835615 1079
2 1466 835422
3 802173 683
2 1152 801901
3 473276 2048
2 2039 473092
3 434992 883
3 619344 1577
2 1333 619422
2 1055 434906
3 492504 639
2 707 492599
3 435984 282
2 132 91693
3 507964 299
2 708 507609
2 421 93510
3 973216 1169
2 1212 973480
2 299 241405
2 554 657046
3 418299 1536
2 859 418659
2 481 899526
3 455924 1980
3 265914 978
2 800 456514
2 479 266286
2 584 455797
2 127 457675
3 697 1042
2 1264 505
3 330567 1851
2 748 331065
3 818341 1627
2 1450 818462
3 812361 358
3 241883 1335
3 601353 747
2 398 601498
2 30 242452
2 566 812292
2 229 241963
3 52015 1665
2 939 52172
2 332 242690
2 504 51555
3 414048 1118
3 569558 1407
2 451 570108
2 1135 414105
2 599 569310
2 963 570575
3 278756 1027
3 89913 -1
2 452 279044
2 233 53359
2 745459 -1
2 211 267009
3 682400 644
2 363 682540
2 16 265928
2 577 655785
3 906436 247
2 1004 905905
2 515 133623
3 463741 1688
2 1484 463843
2 338 134567
2 439 330521
3 685514 1060
3 25995 304
2 1997 685046
2 352 25971
3 105022 711
2 435 105030
2 585 331845
2 295 838279
2 1602 -1
3 49112 2331
2 1896 49240
3 847114 392
2 1405 846608
2 302 317246
2 422 635521
3 183492 2593
2 687 184445
3 568582 530
2 1096 568175
2 81 183912
2 137 185556
2 35 636395
2 293 316583
2 110 975763
3 490854 963
3 297344 2473
3 1806 1829
2 2531 297114
2 1846 1812
2 538 491078
3 12035 1297
2 870 12197
2 275 705107
3 76739 1652
3 753786 2167
3 968299 978
3 742188 930
2 1620 754029
2 1804 76663
2 127 742590
2 57 968856
2 573 741791
2 261 743099
3 214595 2308
2 2281 214498
2 528275 -1
2 616 755728
2 397 753444
3 31234 244
2 213 31250
3 387895 1172
2 5 388478
3 145678 1021
2 1307 145540
3 984571 1099
2 1935 984153
2 178 968442
2 2918 -1
3 414105 1135
3 850765 723
2 576 414384
3 603681 356
2 1218 603250
3 933327 161
2 122 851065
2 108 969184
3 27637 870
2 722 27713
3 33595 1331
2 920 33645
2 149 388732
3 800328 1142
2 303 800748
3 650056 1384
2 1681 649907
2 289 388010
3 403761 324
3 883283 552
2 587 883265
2 328 403801
2 422 705712
2 552 903131
2 551 947713
2 955 -1
2 600 267501
3 967063 460
3 220915 232
2 637 220712
2 232 967076
2 567 505301
3 741082 483
3 220712 637
3 317246 302
3 423516 2201
3 132563 993
2 1299 423967
2 295 132699
3 36721 953
2 362 36818
2 1247 740518
3 971462 1686
2 1074 971900
2 307 220877
3 328862 1554
3 34929 870
3 570575 963
2 1234 328999
2 971 34698
3 914610 960
3 908392 1039
3 212705 1631
3 161816 1948
3 381114 1182
2 1388 162089
2 135 213336
3 81505 599
2 1066 381172
2 848 81557
3 705712 422
2 1048 908388
2 6 915087
2 890 212377
2 192 213888
3 130114 960
2 951 130118
3 903724 407
3 444071 1265
2 190 444492
2 710 570702
2 191 445079
2 574 443712
3 182462 676
2 758 425364
2 748 423116
3 82685 2457
2 1811 82980
2 90 904095
2 477 163607
2 335 161553
3 415528 1025
2 28 415923
3 947713 551
2 93 416386
2 29 415427
2 245 182677
2 248 317273
3 967076 232
3 580047 2364
2 1098 580528
3 377392 1091
2 869 377503
2 55 967165
2 421 581837
2 573 579820
3 350594 533
2 473 350624
2 129 705859
3 704612 313
2 372 704573
3 340587 866
3 762189 466
2 580 340873
3 803070 1088
2 130 803566
2 465 762190
2 614 132077
3 961155 1114
2 2073 960675
2 381 133118
2 106 947936
2 224 506975
2 2549 -1
2 521 481713
2 484 601965
3 775977 1388
2 211 776460
3 564571 505
3 976138 1283
2 474 976563
2 817 564613
3 180551 1005
2 1584 180261
3 300905 284
2 400 775864
2 679 776727
2 245 976095
2 421 977171
2 185 300955
3 36818 362
2 914 36542
3 593152 1097
2 1312 593045
3 263249 854
3 452720 712
2 941 263189
2 262 452945
3 590851 1061
3 469275 514
3 995933 1062
2 357 591182
2 30 996449
2 493 996672
2 336 995841
2 573 591632
2 384 590610
3 421791 610
2 1175 421508
2 308 469355
2 271 601052
2 136 658615
3 155052 811
2 366 155275
2 159 986545
2 505 763239
2 250 256270
2 150 63576
2 420 856381
3 628231 1274
3 125617 620
2 2306 627765
2 750 125388
2 550 62141
2 121 72631
2 284 595052
3 669810 819
2 566 669936
2 496 630400
2 561 550306
2 133 805783
3 955903 769
2 937 955713
2 193 739104
2 142 946913
2 437 720961
3 310050 2427
2 2118 310249
3 930764 1408
2 234 931365
2 1028 -1
3 359951 708
2 743 359881
2 285 931849
3 553445 749
2 871 553443
3 756423 1089
2 290 756942
2 273 930836
2 568 757247
3 279913 114
3 389604 666
2 1273 389300
2 419 756433
3 695238 273
2 78 695204
2 237 279675
2 100 945417
2 458 308475
2 537 706481
3 306377 1095
2 1767 306041
3 988653 1551
2 880 988983
3 848882 1812
3 644396 1192
2 873 849320
2 975 644580
3 977727 1504
2 559 978252
2 146 850556
2 309 848730
3 783604 1525
2 1765 783484
2 291 988418
3 158115 1796
2 895 158591
2 805 989879
2 365 158052
2 263 159711
2 502 978890
2 611 977616
2 92 475814
3 123352 1747
3 973480 1212
2 1742 123293
2 1108 973445
3 259282 733
2 247 259525
3 525138 736
3 627765 2306
3 843522 1672
3 543070 704
2 1728 628054
2 735 843990
2 169 543359
2 592 525210
2 434 844836
2 505 843409
2 1259 -1
3 605683 1910
2 1444 606019
2 586 543549
2 518 542786
3 711381 236
3 609654 290
2 389 609563
3 418659 859
2 963 418607
2 343 711313
3 102962 1127
2 680 103403
3 571685 -1
3 818462 1450
2 1573 818400
2 448 476491
3 287006 1292
3 991423 750
3 292401 669
3 351253 2371
2 421 352353
2 380 991553
2 390 287338
3 235678 1289
2 118 236160
2 1041 351204
3 337648 1088
3 96749 250
2 1058 337663
2 663 353070
2 515 292342
3 782760 613
3 244005 2075
2 1750 244179
2 517 235438
2 839 236322
2 436 96481
2 213 782997
3 995841 336
3 570108 451
3 585585 966
2 1127 585704
2 638 995690
3 993951 761
2 339 994162
3 317718 189
2 1784 -1
2 244 317841
2 310 570150
2 241 992126
2 208 991135
2 438 287797
3 976563 474
3 135630 1287
2 1177 135685
2 573 976469
3 845382 1135
3 934321 1401
3 479257 1806
3 824482 1097
2 1638 479341
2 771 934749
3 113587 1437
2 724 113781
2 671 824660
2 1303 845287
2 506 935558
3 563569 993
2 264 563955
3 62717 633
3 752287 969
2 1679 751761
2 771 62748
3 509731 598
3 537933 809
3 74034 1382
3 993426 481
2 157 74518
2 783 509639
2 856 537854
2 556 993408
3 584392 1177
2 246 584917
2 507 74821
2 2904 -1
2 759 73739
3 943554 1619
2 3 944445
2 225 944820
3 180261 1584
2 1457 180325
2 555 943683
3 49240 1896
2 796 49790
2 46 49282
2 360 50890
2 183 934366
2 127 82629
3 832443 1305
2 218 832895
3 344248 697
2 716 344239
2 350 832354
2 200 833378
3 900519 428
2 430 900518
2 39 85059
3 923693 1194
2 967 923737
3 105030 435
2 325 105085
3 34698 971
2 1031 34668
3 17895 1445
2 2599 -1
2 1870 17683
2 517 89027
2 316 90042
3 127165 2248
2 2512 127033
3 317050 27
2 208 211903
2 458 286821
2 98 177577
3 170912 1576
3 992126 241
2 1182 171180
2 484 992005
3 225125 1048
3 641167 857
2 483 225414
2 145 641415
3 762755 433
2 349 226113
2 706 224671
3 502460 789
2 695 502507
2 405 641678
2 387 640901
2 1 762946
2 545 605460
3 200718 1518
3 364867 2224
2 1715 365056
2 446 201254
3 673710 947
2 284 674041
3 460326 944
3 162089 1388
3 310249 2118
2 1757 310429
2 450 162522
2 487 460555
2 494 163042
3 279675 237
3 28729 907
2 1067 28613
2 618 161896
3 1812 1846
2 762 2354
2 436 312278
3 371486 798
3 134567 338
2 1087 371342
3 142337 2556
2 1340 142945
3 641415 145
3 968856 57
3 184445 687
3 515778 -1
2 1057 184246
3 280091 1158
3 362138 1179
3 479341 1638
2 1695 279698
2 56 480132
2 1430 362028
2 615 480354
3 714130 784
3 235955 -1
2 1756 -1
3 508471 655
3 989879 805
2 124 508764
3 76663 1804
2 1376 76877
2 932 714056
3 82980 1811
2 1819 82998
2 334 479492
2 291 990136
2 299 144464
3 155275 366
2 846 155035
3 236322 839
3 33645 920
2 1057 33446
2 676 236403
3 715030 890
2 413 715410
3 183912 81
2 260 183723
3 962790 1157
2 846 963087
2 316 142458
2 536 134468
2 260 309989
2 17 3400
2 516 1803
3 321285 1019
2 2166 -1
3 568175 1096
2 391 321696
2 629 568408
3 644580 975
2 163 644986
2 453 644358
3 253976 646
2 639 253980
3 388732 149
2 783 645158
2 272 321199
3 133118 381
2 133 322381
3 135685 1177
3 924937 1801
2 994 925249
3 984153 1935
3 983186 899
2 2431 983334
3 839633 623
2 315 136116
2 586 839651
2 1818 -1
3 671177 1041
2 37 671679
2 120 388746
2 449 133084
3 289592 284
2 849 289299
3 391475 1198
3 565981 -1
2 1532 391184
2 452 607523
2 392 113301
1101
1 100000
2 267 49866
2 446 74843
2 495 24685
2 159 87565
2 979 61998
2 791 37127
2 397 12144
2 737 81058
2 931 93396
2 187 5978
2 191 18517
2 514 43635
2 109 31099
2 595 68612
2 85 56023
2 366 8971
2 707 2635
3 25180 -1
2 458 21467
2 421 15318
2 666 27806
2 227 34054
2 830 52663
3 56108 -1
2 310 58898
2 927 84216
2 274 78036
2 167 40693
2 796 46609
2 111 97108
2 992 90064
3 24685 495
2 78 24826
2 664 71693
2 797 65396
3 58898 310
2 714 58696
2 374 26168
2 945 22903
3 61998 979
2 34 62386
3 78036 274
2 569 77889
3 93396 931
2 396 93884
2 291 60752
3 0 -1
2 108 63854
3 27806 666
2 50 28795
2 716 32273
